"","Date","Open","High","Low","Close","Adj.Close","Volume","Price","Price_1","Price_2","Price_3","Price_4","Price_5","SMA_5","SMA_10","SMA_50","tr","tr2","tr3","tr4","tr5"
"912",2016-12-08,5394.149902,5425.52002,5389.100098,5417.359863,5417.359863,2231070000,5417.359863,5444.5,5412.540039,5463.830078,5436.669922,5456.850098,5434.97998039999,5448.1720214,5573.24120108,5393.759766,5333,5308.890137,5255.649902,5251.109863
"911",2016-12-07,5322.669922,5397.930176,5307.310059,5393.759766,5393.759766,2122590000,5393.759766,5417.359863,5444.5,5412.540039,5463.830078,5436.669922,5426.39794919999,5440.4049804,5563.7973925,5333,5308.890137,5255.649902,5251.109863,5323.680176
"910",2016-12-06,5317.740234,5333.990234,5299.939941,5333,5333,1974850000,5333,5393.759766,5417.359863,5444.5,5412.540039,5463.830078,5400.23193359999,5425.3109863,5553.68579094,5308.890137,5255.649902,5251.109863,5323.680176,5379.919922
"909",2016-12-05,5283.580078,5321.089844,5269.569824,5308.890137,5308.890137,1798160000,5308.890137,5333,5393.759766,5417.359863,5444.5,5412.540039,5379.5019532,5410.4560059,5543.56559564,5255.649902,5251.109863,5323.680176,5379.919922,5368.810059
"908",2016-12-02,5249.02002,5274.540039,5239.27002,5255.649902,5255.649902,1848930000,5255.649902,5308.890137,5333,5393.759766,5417.359863,5444.5,5341.73193359999,5392.3049805,5532.28979486,5251.109863,5323.680176,5379.919922,5368.810059,5398.919922
"907",2016-12-01,5323.879883,5326.339844,5238.209961,5251.109863,5251.109863,2264960000,5251.109863,5255.649902,5308.890137,5333,5393.759766,5417.359863,5308.4819336,5371.730957,5521.66059564,5323.680176,5379.919922,5368.810059,5398.919922,5380.680176
"906",2016-11-30,5391.350098,5393.149902,5323.680176,5323.680176,5323.680176,2064430000,5323.680176,5251.109863,5255.649902,5308.890137,5333,5393.759766,5294.4660156,5360.4319824,5512.85499994,5379.919922,5368.810059,5398.919922,5380.680176,5386.350098
"905",2016-11-29,5370.97998,5403.859863,5360.560059,5379.919922,5379.919922,1788790000,5379.919922,5323.680176,5251.109863,5255.649902,5308.890137,5333,5303.85,5352.0409668,5505.77080072,5368.810059,5398.919922,5380.680176,5386.350098,5368.859863
"904",2016-11-28,5387.919922,5396.27002,5364.910156,5368.810059,5368.810059,1625620000,5368.810059,5379.919922,5323.680176,5251.109863,5255.649902,5308.890137,5315.8339844,5347.6679688,5498.84339838,5398.919922,5380.680176,5386.350098,5368.859863,5321.509766
"903",2016-11-25,5388.490234,5398.919922,5379.279785,5398.919922,5398.919922,768070000,5398.919922,5368.810059,5379.919922,5323.680176,5251.109863,5255.649902,5344.4879884,5343.109961,5493.17279292,5380.680176,5386.350098,5368.859863,5321.509766,5333.970215
"902",2016-11-23,5366.549805,5380.680176,5350.680176,5380.680176,5380.680176,1616740000,5380.680176,5398.919922,5368.810059,5379.919922,5323.680176,5251.109863,5370.402051,5339.4419923,5487.30199214,5386.350098,5368.859863,5321.509766,5333.970215,5294.580078
"901",2016-11-22,5384.75,5392.259766,5365.600098,5386.350098,5386.350098,1886800000,5386.350098,5380.680176,5398.919922,5368.810059,5379.919922,5323.680176,5382.9360354,5338.7010255,5481.757998,5368.859863,5321.509766,5333.970215,5294.580078,5275.620117
"900",2016-11-21,5336.779785,5369.830078,5334.160156,5368.859863,5368.859863,1745320000,5368.859863,5386.350098,5380.680176,5398.919922,5368.810059,5379.919922,5380.7240236,5342.2870118,5475.79979486,5321.509766,5333.970215,5294.580078,5275.620117,5218.399902
"899",2016-11-18,5340.970215,5346.799805,5315.529785,5321.509766,5321.509766,1858610000,5321.509766,5368.859863,5386.350098,5380.680176,5398.919922,5368.810059,5371.263965,5343.5489747,5469.50598628,5333.970215,5294.580078,5275.620117,5218.399902,5237.109863
"898",2016-11-17,5295.069824,5334.049805,5288.160156,5333.970215,5333.970215,2081760000,5333.970215,5321.509766,5368.859863,5386.350098,5380.680176,5398.919922,5358.2740236,5351.381006,5463.33239254,5294.580078,5275.620117,5218.399902,5237.109863,5208.799805
"897",2016-11-16,5253.740234,5299.629883,5251.879883,5294.580078,5294.580078,2057140000,5294.580078,5333.970215,5321.509766,5368.859863,5386.350098,5380.680176,5341.054004,5355.7280275,5456.92819332,5275.620117,5218.399902,5237.109863,5208.799805,5251.069824
"896",2016-11-15,5241.350098,5287.060059,5236.25,5275.620117,5275.620117,2156500000,5275.620117,5294.580078,5333.970215,5321.509766,5368.859863,5386.350098,5318.9080078,5350.9220216,5450.16639644,5218.399902,5237.109863,5208.799805,5251.069824,5193.490234
"895",2016-11-14,5246.330078,5247.169922,5192.049805,5218.399902,5218.399902,2369190000,5218.399902,5275.620117,5294.580078,5333.970215,5321.509766,5368.859863,5288.8160156,5334.7700196,5441.31879878,5237.109863,5208.799805,5251.069824,5193.490234,5166.169922
"894",2016-11-11,5191.819824,5241.080078,5179.640137,5237.109863,5237.109863,2285050000,5237.109863,5218.399902,5275.620117,5294.580078,5333.970215,5321.509766,5271.936035,5321.6,5432.95739252,5208.799805,5251.069824,5193.490234,5166.169922,5046.370117
"893",2016-11-10,5283.47998,5302.680176,5145.319824,5208.799805,5208.799805,2984360000,5208.799805,5237.109863,5218.399902,5275.620117,5294.580078,5333.970215,5246.901953,5302.5879883,5424.00659174,5251.069824,5193.490234,5166.169922,5046.370117,5058.410156
"892",2016-11-09,5143.859863,5258.990234,5143.859863,5251.069824,5251.069824,2824560000,5251.069824,5208.799805,5237.109863,5218.399902,5275.620117,5294.580078,5238.19990219999,5289.6269531,5417.008789,5193.490234,5166.169922,5046.370117,5058.410156,5105.569824
"891",2016-11-08,5154.990234,5214.169922,5145.299805,5193.490234,5193.490234,1736100000,5193.490234,5251.069824,5208.799805,5237.109863,5218.399902,5275.620117,5221.77392559999,5270.3409667,5409.81979486,5166.169922,5046.370117,5058.410156,5105.569824,5153.580078
"890",2016-11-07,5128.990234,5169.410156,5122.77002,5166.169922,5166.169922,1914310000,5166.169922,5193.490234,5251.069824,5208.799805,5237.109863,5218.399902,5211.32792959999,5250.0719726,5402.03659174,5046.370117,5058.410156,5105.569824,5153.580078,5189.140137
"889",2016-11-04,5034.410156,5087.509766,5034.410156,5046.370117,5046.370117,2015130000,5046.370117,5166.169922,5193.490234,5251.069824,5208.799805,5237.109863,5173.17998039999,5222.5580077,5392.16239252,5058.410156,5105.569824,5153.580078,5189.140137,5190.100098
"888",2016-11-03,5104.700195,5115.060059,5053.52002,5058.410156,5058.410156,2107720000,5058.410156,5046.370117,5166.169922,5193.490234,5251.069824,5208.799805,5143.10205059999,5195.0020018,5382.2175976,5105.569824,5153.580078,5189.140137,5190.100098,5215.970215
"887",2016-11-02,5147.279785,5156.700195,5097.560059,5105.569824,5105.569824,2105870000,5105.569824,5058.410156,5046.370117,5166.169922,5193.490234,5251.069824,5114.0020506,5176.1009764,5373.55439448,5153.580078,5189.140137,5190.100098,5215.970215,5250.27002
"886",2016-11-01,5199.77002,5201.129883,5112.319824,5153.580078,5153.580078,1878650000,5153.580078,5105.569824,5058.410156,5046.370117,5166.169922,5193.490234,5106.0200194,5163.8969725,5365.1435937,5189.140137,5190.100098,5215.970215,5250.27002,5283.399902
"885",2016-10-31,5205.089844,5206.709961,5186.560059,5189.140137,5189.140137,1707260000,5189.140137,5153.580078,5105.569824,5058.410156,5046.370117,5166.169922,5110.61406239999,5160.970996,5357.97659176,5190.100098,5215.970215,5250.27002,5283.399902,5309.830078
"884",2016-10-28,5203.700195,5232.350098,5178.759766,5190.100098,5190.100098,1895970000,5190.100098,5189.140137,5153.580078,5105.569824,5058.410156,5046.370117,5139.36005859999,5156.2700195,5350.50559568,5215.970215,5250.27002,5283.399902,5309.830078,5257.399902
"883",2016-10-27,5272.189941,5274.120117,5211.75,5215.970215,5215.970215,1918690000,5215.970215,5190.100098,5189.140137,5153.580078,5105.569824,5058.410156,5170.8720704,5156.9870605,5343.7886035,5250.27002,5283.399902,5309.830078,5257.399902,5241.830078
"882",2016-10-26,5256.399902,5280.850098,5237.049805,5250.27002,5250.27002,1725900000,5250.27002,5215.970215,5190.100098,5189.140137,5153.580078,5105.569824,5199.81210959999,5156.9070801,5338.15760742,5283.399902,5309.830078,5257.399902,5241.830078,5246.410156
"881",2016-10-25,5306.470215,5310.27002,5278.569824,5283.399902,5283.399902,1579490000,5283.399902,5250.27002,5215.970215,5190.100098,5189.140137,5153.580078,5225.7760744,5165.8980469,5333.40440428,5309.830078,5257.399902,5241.830078,5246.410156,5243.839844
"880",2016-10-24,5290.310059,5311.5,5289.22998,5309.830078,5309.830078,1531970000,5309.830078,5283.399902,5250.27002,5215.970215,5190.100098,5189.140137,5249.9140626,5180.2640625,5329.84220702,5257.399902,5241.830078,5246.410156,5243.839844,5199.819824
"879",2016-10-21,5238.649902,5259.129883,5225.759766,5257.399902,5257.399902,1649470000,5257.399902,5309.830078,5283.399902,5250.27002,5215.970215,5190.100098,5263.3740234,5201.367041,5325.45020506,5241.830078,5246.410156,5243.839844,5199.819824,5214.160156
"878",2016-10-20,5238.200195,5252.100098,5216.049805,5241.830078,5241.830078,1741820000,5241.830078,5257.399902,5309.830078,5283.399902,5250.27002,5215.970215,5268.545996,5219.7090332,5321.70520506,5246.410156,5243.839844,5199.819824,5214.160156,5213.330078
"877",2016-10-19,5240.330078,5253.830078,5234.25,5246.410156,5246.410156,1546960000,5246.410156,5241.830078,5257.399902,5309.830078,5283.399902,5250.27002,5267.77402319999,5233.7930664,5318.97100584,5243.839844,5199.819824,5214.160156,5213.330078,5239.02002
"876",2016-10-18,5255.319824,5264.27002,5239.439941,5243.839844,5243.839844,1474430000,5243.839844,5246.410156,5241.830078,5257.399902,5309.830078,5283.399902,5259.86201159999,5242.819043,5315.20600584,5199.819824,5214.160156,5213.330078,5239.02002,5246.790039
"875",2016-10-17,5213.689941,5219.97998,5196.029785,5199.819824,5199.819824,1424270000,5199.819824,5243.839844,5246.410156,5241.830078,5257.399902,5309.830078,5237.85996079999,5243.8870117,5310.43120114,5214.160156,5213.330078,5239.02002,5246.790039,5328.669922
"874",2016-10-14,5241.259766,5258.879883,5213.370117,5214.160156,5214.160156,1594480000,5214.160156,5199.819824,5243.839844,5246.410156,5241.830078,5257.399902,5229.21201159999,5246.2930175,5304.96560544,5213.330078,5239.02002,5246.790039,5328.669922,5292.399902
"873",2016-10-13,5200.299805,5228.259766,5169.759766,5213.330078,5213.330078,1735310000,5213.330078,5214.160156,5199.819824,5243.839844,5246.410156,5241.830078,5223.51201159999,5246.0290038,5299.97840818,5239.02002,5246.790039,5328.669922,5292.399902,5306.850098
"872",2016-10-12,5247.910156,5257.180176,5228.77002,5239.02002,5239.02002,1565940000,5239.02002,5213.330078,5214.160156,5199.819824,5243.839844,5246.410156,5222.03398439999,5244.9040038,5295.81041014,5246.790039,5328.669922,5292.399902,5306.850098,5316.02002
"871",2016-10-11,5321.819824,5321.819824,5227.430176,5246.790039,5246.790039,1821680000,5246.790039,5239.02002,5213.330078,5214.160156,5199.819824,5243.839844,5222.62402339999,5241.2430175,5291.3176074,5328.669922,5292.399902,5306.850098,5316.02002,5289.660156
"870",2016-10-10,5318.459961,5340.52002,5317.72998,5328.669922,5328.669922,1364150000,5328.669922,5246.790039,5239.02002,5213.330078,5214.160156,5199.819824,5248.39404299999,5243.1270019,5288.21220702,5292.399902,5306.850098,5316.02002,5289.660156,5300.870117
"869",2016-10-07,5314.919922,5315.649902,5266.799805,5292.399902,5292.399902,1646650000,5292.399902,5328.669922,5246.790039,5239.02002,5213.330078,5214.160156,5264.04199219999,5246.6270019,5284.91140624,5306.850098,5316.02002,5289.660156,5300.870117,5312
"868",2016-10-06,5306.589844,5315.72998,5281.470215,5306.850098,5306.850098,1654020000,5306.850098,5292.399902,5328.669922,5246.790039,5239.02002,5213.330078,5282.74599619999,5253.1290039,5282.30520508,5316.02002,5289.660156,5300.870117,5312,5269.149902
"867",2016-10-05,5305.279785,5330.810059,5304.060059,5316.02002,5316.02002,1753340000,5316.02002,5306.850098,5292.399902,5328.669922,5246.790039,5239.02002,5298.14599619999,5260.0899903,5279.48860352,5289.660156,5300.870117,5312,5269.149902,5318.549805
"866",2016-10-04,5313.490234,5323.600098,5271.700195,5289.660156,5289.660156,1708990000,5289.660156,5316.02002,5306.850098,5292.399902,5328.669922,5246.790039,5306.72001959999,5264.6720215,5276.5484082,5300.870117,5312,5269.149902,5318.549805,5305.709961
"865",2016-10-03,5300.290039,5308.600098,5281.950195,5300.870117,5300.870117,1604060000,5300.870117,5289.660156,5316.02002,5306.850098,5292.399902,5328.669922,5301.16005859999,5274.7770508,5273.28920898,5312,5269.149902,5318.549805,5305.709961,5257.490234
"864",2016-09-30,5288.870117,5325.879883,5277.879883,5312,5312,2059800000,5312,5300.870117,5289.660156,5316.02002,5306.850098,5292.399902,5305.08007819999,5284.5610352,5271.2784082,5269.149902,5318.549805,5305.709961,5257.490234,5305.75
"863",2016-09-29,5311.310059,5317,5254.52002,5269.149902,5269.149902,1941170000,5269.149902,5312,5300.870117,5289.660156,5316.02002,5306.850098,5297.54003899999,5290.1430176,5267.77140624,5318.549805,5305.709961,5257.490234,5305.75,5339.52002
"862",2016-09-28,5312.72998,5320.620117,5284.839844,5318.549805,5318.549805,1785470000,5318.549805,5269.149902,5312,5300.870117,5289.660156,5316.02002,5298.04599599999,5298.0959961,5265.79520508,5305.709961,5257.490234,5305.75,5339.52002,5295.180176
"861",2016-09-27,5254.180176,5306.810059,5251.319824,5305.709961,5305.709961,1751060000,5305.709961,5318.549805,5269.149902,5312,5300.870117,5289.660156,5301.25595699999,5303.9879883,5264.03420898,5257.490234,5305.75,5339.52002,5295.180176,5241.350098
"860",2016-09-26,5275.72998,5282.27002,5254.959961,5257.490234,5257.490234,1669520000,5257.490234,5305.709961,5318.549805,5269.149902,5312,5300.870117,5292.57998039999,5296.8700195,5262.52401366,5305.75,5339.52002,5295.180176,5241.350098,5235.029785
"859",2016-09-23,5327.430176,5329.709961,5301.629883,5305.75,5305.75,1761330000,5305.75,5257.490234,5305.709961,5318.549805,5269.149902,5312,5291.32998039999,5298.2050293,5262.46121092,5339.52002,5295.180176,5241.350098,5235.029785,5244.569824
"858",2016-09-22,5323.259766,5342.879883,5320.930176,5339.52002,5339.52002,1882100000,5339.52002,5305.75,5257.490234,5305.709961,5318.549805,5269.149902,5305.40400399999,5301.4720215,5264.13861328,5295.180176,5241.350098,5235.029785,5244.569824,5249.689941
"857",2016-09-21,5263.649902,5299.399902,5233.939941,5295.180176,5295.180176,1999690000,5295.180176,5339.52002,5305.75,5257.490234,5305.709961,5318.549805,5300.73007819999,5299.3880371,5265.02001954,5241.350098,5235.029785,5244.569824,5249.689941,5173.77002
"856",2016-09-20,5256.189941,5265.180176,5235.419922,5241.350098,5241.350098,1695190000,5241.350098,5295.180176,5339.52002,5305.75,5257.490234,5305.709961,5287.85810559999,5294.5570313,5263.37341798,5235.029785,5244.569824,5249.689941,5173.77002,5155.25
"855",2016-09-19,5263.549805,5281.069824,5222.910156,5235.029785,5235.029785,1791120000,5235.029785,5241.350098,5295.180176,5339.52002,5305.75,5257.490234,5283.36601579999,5287.9729981,5260.47561524,5244.569824,5249.689941,5173.77002,5155.25,5211.890137
"854",2016-09-16,5238.709961,5248.600098,5218.970215,5244.569824,5244.569824,3013860000,5244.569824,5235.029785,5241.350098,5295.180176,5339.52002,5305.75,5271.12998059999,5281.2299805,5257.99081054,5249.689941,5173.77002,5155.25,5211.890137,5125.910156
"853",2016-09-15,5178.100098,5254.779785,5176.25,5249.689941,5249.689941,1950940000,5249.689941,5244.569824,5235.029785,5241.350098,5295.180176,5339.52002,5253.16396479999,5279.2839844,5255.00621092,5173.77002,5155.25,5211.890137,5125.910156,5259.47998
"852",2016-09-14,5160.209961,5201.339844,5159.549805,5173.77002,5173.77002,1902680000,5173.77002,5249.689941,5244.569824,5235.029785,5241.350098,5295.180176,5228.88193359999,5264.8060059,5250.8680078,5155.25,5211.890137,5125.910156,5259.47998,5283.930176
"851",2016-09-13,5181.140137,5195.029785,5131.27002,5155.25,5155.25,2071460000,5155.25,5173.77002,5249.689941,5244.569824,5235.029785,5241.350098,5211.66191399999,5249.7600098,5246.24600584,5211.890137,5125.910156,5259.47998,5283.930176,5275.910156
"850",2016-09-12,5098.029785,5217.879883,5097.799805,5211.890137,5211.890137,2007610000,5211.890137,5155.25,5173.77002,5249.689941,5244.569824,5235.029785,5207.03398439999,5245.2000001,5243.10661132,5125.910156,5259.47998,5283.930176,5275.910156,5249.899902
"849",2016-09-09,5217.950195,5225.930176,5125.910156,5125.910156,5125.910156,2208690000,5125.910156,5211.890137,5155.25,5173.77002,5249.689941,5244.569824,5183.30205079999,5227.2160157,5239.19461912,5259.47998,5283.930176,5275.910156,5249.899902,5227.209961
"848",2016-09-08,5269.959961,5271.009766,5248.410156,5259.47998,5259.47998,1839790000,5259.47998,5125.910156,5211.890137,5155.25,5173.77002,5249.689941,5185.26005859999,5219.2120117,5237.70481442,5283.930176,5275.910156,5249.899902,5227.209961,5213.220215
"847",2016-09-07,5274.22998,5287.609863,5261.919922,5283.930176,5283.930176,1878460000,5283.930176,5259.47998,5125.910156,5211.890137,5155.25,5173.77002,5207.29208979999,5218.0870117,5237.49181638,5275.910156,5249.899902,5227.209961,5213.220215,5222.990234
"846",2016-09-06,5260,5275.910156,5244,5275.910156,5275.910156,1777940000,5275.910156,5283.930176,5259.47998,5125.910156,5211.890137,5155.25,5231.42412099999,5221.5430175,5237.49761716,5249.899902,5227.209961,5213.220215,5222.990234,5232.330078
"845",2016-09-02,5249.660156,5263.390137,5231.02002,5249.899902,5249.899902,1474200000,5249.899902,5275.910156,5283.930176,5259.47998,5125.910156,5211.890137,5239.026074,5223.0300292,5238.12761716,5227.209961,5213.220215,5222.990234,5232.330078,5218.919922
"844",2016-09-01,5218.279785,5229.939941,5189.359863,5227.209961,5227.209961,1592520000,5227.209961,5249.899902,5275.910156,5283.930176,5259.47998,5125.910156,5259.286035,5221.2940429,5237.92961912,5213.220215,5222.990234,5232.330078,5218.919922,5212.200195
"843",2016-08-31,5216.419922,5219.890137,5191.180176,5213.220215,5213.220215,1761770000,5213.220215,5227.209961,5249.899902,5275.910156,5283.930176,5259.47998,5250.034082,5217.6470703,5238.01802732,5222.990234,5232.330078,5218.919922,5212.200195,5217.689941
"842",2016-08-30,5229.879883,5241.620117,5205.609863,5222.990234,5222.990234,1561020000,5222.990234,5213.220215,5227.209961,5249.899902,5275.910156,5283.930176,5237.8460936,5222.5690917,5237.45643552,5232.330078,5218.919922,5212.200195,5217.689941,5260.080078
"841",2016-08-29,5223.799805,5245.120117,5222.339844,5232.330078,5232.330078,1416640000,5232.330078,5222.990234,5213.220215,5227.209961,5249.899902,5275.910156,5229.130078,5230.2770995,5238.2332324,5218.919922,5212.200195,5217.689941,5260.080078,5244.600098
"840",2016-08-26,5219.049805,5253.390137,5191.859863,5218.919922,5218.919922,1591060000,5218.919922,5232.330078,5222.990234,5213.220215,5227.209961,5249.899902,5222.934082,5230.980078,5239.2882324,5212.200195,5217.689941,5260.080078,5244.600098,5238.379883
"839",2016-08-25,5207.609863,5230.589844,5201.640137,5212.200195,5212.200195,1511890000,5212.200195,5218.919922,5232.330078,5222.990234,5213.220215,5227.209961,5219.9321288,5239.6090819,5242.60483396,5217.689941,5260.080078,5244.600098,5238.379883,5240.149902
"838",2016-08-24,5254.419922,5262.990234,5205.640137,5217.689941,5217.689941,1714780000,5217.689941,5212.200195,5218.919922,5232.330078,5222.990234,5213.220215,5220.826074,5235.430078,5245.79042966,5260.080078,5244.600098,5238.379883,5240.149902,5228.660156
"837",2016-08-23,5265.779785,5275.740234,5257.899902,5260.080078,5260.080078,1547050000,5260.080078,5217.689941,5212.200195,5218.919922,5232.330078,5222.990234,5228.2440428,5233.0450682,5248.88063474,5244.600098,5238.379883,5240.149902,5228.660156,5227.109863
"836",2016-08-22,5231.459961,5252.129883,5224.629883,5244.600098,5244.600098,1560210000,5244.600098,5260.080078,5217.689941,5212.200195,5218.919922,5232.330078,5230.6980468,5229.9140624,5250.70103514,5238.379883,5240.149902,5228.660156,5227.109863,5262.02002
"835",2016-08-19,5229.870117,5245.810059,5217.649902,5238.379883,5238.379883,1632740000,5238.379883,5244.600098,5260.080078,5217.689941,5212.200195,5218.919922,5234.590039,5228.7620605,5251.68583006,5240.149902,5228.660156,5227.109863,5262.02002,5232.890137
"834",2016-08-18,5226.450195,5243.169922,5221.839844,5240.149902,5240.149902,1659080000,5240.149902,5238.379883,5244.600098,5260.080078,5217.689941,5212.200195,5240.17998039999,5230.0560546,5252.68682614,5228.660156,5227.109863,5262.02002,5232.890137,5228.399902
"833",2016-08-17,5228.439941,5230.089844,5197.22998,5228.660156,5228.660156,1747890000,5228.660156,5240.149902,5238.379883,5244.600098,5260.080078,5217.689941,5242.37402339999,5231.6000487,5252.94062496,5227.109863,5262.02002,5232.890137,5228.399902,5204.580078
"832",2016-08-16,5247.959961,5248.259766,5226.779785,5227.109863,5227.109863,1698390000,5227.109863,5228.660156,5240.149902,5238.379883,5244.600098,5260.080078,5235.7799804,5232.0120116,5252.47742182,5262.02002,5232.890137,5228.399902,5204.580078,5225.47998
"831",2016-08-15,5242.180176,5271.359863,5241.140137,5262.02002,5262.02002,1533170000,5262.02002,5227.109863,5228.660156,5240.149902,5238.379883,5244.600098,5239.26396479999,5234.9810058,5252.04982418,5232.890137,5228.399902,5204.580078,5225.47998,5213.140137
"830",2016-08-12,5219.660156,5233.339844,5215.549805,5232.890137,5232.890137,1501620000,5232.890137,5262.02002,5227.109863,5228.660156,5240.149902,5238.379883,5238.1660156,5236.3780273,5250.51102536,5228.399902,5204.580078,5225.47998,5213.140137,5221.120117
"829",2016-08-11,5222.149902,5235.290039,5211.25,5228.399902,5228.399902,1511670000,5228.399902,5232.890137,5262.02002,5227.109863,5228.660156,5240.149902,5235.8160156,5237.997998,5249.93102536,5204.580078,5225.47998,5213.140137,5221.120117,5166.25
"828",2016-08-10,5227.950195,5227.959961,5193.799805,5204.580078,5204.580078,1651240000,5204.580078,5228.399902,5232.890137,5262.02002,5227.109863,5228.660156,5231,5236.6870117,5249.18602536,5225.47998,5213.140137,5221.120117,5166.25,5159.740234
"827",2016-08-09,5216.209961,5238.540039,5214.950195,5225.47998,5225.47998,1664320000,5225.47998,5204.580078,5228.399902,5232.890137,5262.02002,5227.109863,5230.6740234,5233.2270019,5248.76742184,5213.140137,5221.120117,5166.25,5159.740234,5137.72998
"826",2016-08-08,5223.540039,5228.399902,5202.180176,5213.140137,5213.140137,1624450000,5213.140137,5225.47998,5204.580078,5228.399902,5232.890137,5262.02002,5220.8980468,5230.0810058,5248.1534277,5221.120117,5166.25,5159.740234,5137.72998,5184.200195
"825",2016-08-05,5190.709961,5227.22998,5186.25,5221.120117,5221.120117,2017720000,5221.120117,5213.140137,5225.47998,5204.580078,5228.399902,5232.890137,5218.5440428,5228.3550292,5248.57943356,5166.25,5159.740234,5137.72998,5184.200195,5162.129883
"824",2016-08-04,5158.02002,5174,5145.390137,5166.25,5166.25,1.93e+09,5166.25,5221.120117,5213.140137,5225.47998,5204.580078,5228.399902,5206.1140624,5220.965039,5247.62123044,5159.740234,5137.72998,5184.200195,5162.129883,5154.97998
"823",2016-08-03,5133.240234,5159.740234,5128.439941,5159.740234,5159.740234,1909470000,5159.740234,5166.25,5221.120117,5213.140137,5225.47998,5204.580078,5197.1460936,5214.0730468,5246.54943356,5137.72998,5184.200195,5162.129883,5154.97998,5139.810059
"822",2016-08-02,5177.529785,5181.02002,5109.799805,5137.72998,5137.72998,2142010000,5137.72998,5159.740234,5166.25,5221.120117,5213.140137,5225.47998,5179.5960936,5205.1350585,5244.52363276,5184.200195,5162.129883,5154.97998,5139.810059,5110.049805
"821",2016-08-01,5167.419922,5199.129883,5158.930176,5184.200195,5184.200195,1866590000,5184.200195,5137.72998,5159.740234,5166.25,5221.120117,5213.140137,5173.8081052,5197.353076,5243.27183588,5162.129883,5154.97998,5139.810059,5110.049805,5097.629883
"820",2016-07-29,5162.149902,5175.810059,5140.049805,5162.129883,5162.129883,2072640000,5162.129883,5184.200195,5137.72998,5159.740234,5166.25,5221.120117,5162.0100584,5190.2770506,5239.9410351,5154.97998,5139.810059,5110.049805,5097.629883,5100.160156
"819",2016-07-28,5144.819824,5160.160156,5130.75,5154.97998,5154.97998,1950910000,5154.97998,5162.129883,5184.200195,5137.72998,5159.740234,5166.25,5159.7560544,5182.9350584,5237.19263666,5139.810059,5110.049805,5097.629883,5100.160156,5073.899902
"818",2016-07-27,5143.839844,5151.060059,5120.660156,5139.810059,5139.810059,2122250000,5139.810059,5154.97998,5162.129883,5184.200195,5137.72998,5159.740234,5155.7700194,5176.4580565,5233.85183588,5110.049805,5097.629883,5100.160156,5073.899902,5089.930176
"817",2016-07-26,5095.609863,5122.299805,5084.180176,5110.049805,5110.049805,2038060000,5110.049805,5139.810059,5154.97998,5162.129883,5184.200195,5137.72998,5150.2339844,5164.915039,5229.73243158,5097.629883,5100.160156,5073.899902,5089.930176,5036.370117
"816",2016-07-25,5096.990234,5100.720215,5082.660156,5097.629883,5097.629883,1770620000,5097.629883,5110.049805,5139.810059,5154.97998,5162.129883,5184.200195,5132.919922,5153.3640136,5225.89182612,5100.160156,5073.899902,5089.930176,5036.370117,5055.779785
"815",2016-07-22,5078.120117,5103.52002,5064.109863,5100.160156,5100.160156,1.639e+09,5100.160156,5097.629883,5110.049805,5139.810059,5154.97998,5162.129883,5120.5259766,5141.2680175,5221.8776269,5073.899902,5089.930176,5036.370117,5055.779785,5029.589844
"814",2016-07-21,5093.970215,5102.779785,5061.109863,5073.899902,5073.899902,1880310000,5073.899902,5100.160156,5097.629883,5110.049805,5139.810059,5154.97998,5104.309961,5132.0330077,5217.11562494,5089.930176,5036.370117,5055.779785,5029.589844,5034.060059
"813",2016-07-20,5061.600098,5098.25,5053.919922,5089.930176,5089.930176,1877330000,5089.930176,5073.899902,5100.160156,5097.629883,5110.049805,5139.810059,5094.3339844,5125.0520019,5213.53123042,5036.370117,5055.779785,5029.589844,5034.060059,5005.72998
"812",2016-07-19,5038.220215,5052.240234,5028.240234,5036.370117,5036.370117,1694740000,5036.370117,5089.930176,5073.899902,5100.160156,5097.629883,5110.049805,5079.5980468,5114.9160156,5207.88763666,5055.779785,5029.589844,5034.060059,5005.72998,5022.819824
"811",2016-07-18,5034.990234,5063.529785,5030.129883,5055.779785,5055.779785,1585570000,5055.779785,5036.370117,5089.930176,5073.899902,5100.160156,5097.629883,5071.2280272,5102.0739746,5202.88903314,5029.589844,5034.060059,5005.72998,5022.819824,4988.640137
"810",2016-07-15,5041.189941,5044.810059,5018.52002,5029.589844,5029.589844,1610300000,5029.589844,5055.779785,5036.370117,5089.930176,5073.899902,5100.160156,5057.1139648,5088.8199707,5198.33102534,5034.060059,5005.72998,5022.819824,4988.640137,4956.759766
"809",2016-07-14,5041.950195,5045.180176,5025.149902,5034.060059,5034.060059,1641170000,5034.060059,5029.589844,5055.779785,5036.370117,5089.930176,5073.899902,5049.1459962,5076.7279786,5192.89722652,5005.72998,5022.819824,4988.640137,4956.759766,4876.810059
"808",2016-07-13,5036.319824,5036.379883,5002.819824,5005.72998,5005.72998,1650820000,5005.72998,5034.060059,5029.589844,5055.779785,5036.370117,5089.930176,5032.305957,5063.3199707,5186.22142572,5022.819824,4988.640137,4956.759766,4876.810059,4859.160156
"807",2016-07-12,5017.990234,5032.100098,5009.680176,5022.819824,5022.819824,1866280000,5022.819824,5005.72998,5034.060059,5029.589844,5055.779785,5036.370117,5029.5958984,5054.5969726,5180.77421868,4988.640137,4956.759766,4876.810059,4859.160156,4822.899902
